id,typeName,category,description,commonExamples,careTips,lightPreference,humidityPreference,temperaturePreference,springInterval,summerInterval,fallInterval,winterInterval,soilPhPreference,drainagePreference,plantToxicity,growthRate,origin
marjoram,Marjoram,Herbs,"Also known as: Sweet marjoram. Tender perennial herb in the Lamiaceae family with a sweeter, milder flavor than oregano. Essential in Greek and Middle Eastern cooking. Often grown as annual in cold climates.",Origanum majorana (Sweet marjoram),"Water moderately, allowing the top inch of soil to dry between waterings - marjoram prefers slightly drier conditions than most herbs and is susceptible to root rot in wet soil. Full sun essential (6-8 hours daily). Fertilize lightly every 4-6 weeks with a dilute liquid fertilizer; over-feeding diminishes the delicate sweet aroma. Harvest before flowers open for the strongest flavor by cutting stems back to a leaf pair. Tender perennial (hardy only to about -1°C); in cold climates grow as an annual or bring containers indoors for winter. Often confused with oregano but has a sweeter, milder, more floral flavor. Excellent for drying - hang bundles upside down in a warm, airy spot. Non-toxic to pets. Remove dead or damaged foliage promptly.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
mint,Mint,Herbs,"Perennial herbs in the Lamiaceae family with aromatic leaves, can be invasive, spreads by runners.","Mentha spicata (Spearmint), M. × piperita (Peppermint), M. suaveolens (Apple mint), M. × villosa (Apple mint)",Keep soil evenly moist (2-3 times per week). Prefer consistently moist but well-drained soil. Full sun to partial shade. Fertilize monthly with balanced fertilizer. Harvest regularly to control growth. Very invasive - grow in containers or use barriers to contain. Spreads by runners. Can be grown indoors or outdoors. Perennial but may die back in winter. Reduce watering in winter when growth slows. Remove dead or damaged foliage promptly.,outdoorPartialSun,medium,"[16, 27]",3.0,3.0,5.0,,neutral,moistureRetentive,nonToxic,fast,
oregano,Oregano,Herbs,"Also known as: Wild marjoram. Perennial herbs in the Lamiaceae family with pungent leaves, essential in Mediterranean cuisine.","Origanum vulgare (Oregano, Wild marjoram), O. vulgare subsp. hirtum (Greek oregano)",Water when soil is dry (every 1-2 weeks once established). Well-drained soil essential. Drought tolerant once established. Full sun preferred (6-8 hours daily). Fertilize sparingly in spring. Harvest regularly by cutting stems. Pinch flowers to prolong leaf production. Perennial - may need protection in very cold climates. Flavor intensifies when dried. Reduce watering in winter when growth slows.,outdoorFullSun,low,"[16, 24]",7.0,10.0,14.0,,neutral,wellDraining,nonToxic,fast,
parsley,Parsley,Herbs,"Also known as: Curly parsley. Biennial herbs in the Apiaceae family, most commonly used as annual, curly and flat-leaf varieties.","Petroselinum crispum (Curly parsley), P. crispum var. neapolitanum (Flat-leaf parsley, Italian parsley)",Keep soil evenly moist (2-3 times per week). Well-drained soil preferred. Full sun to partial shade. Fertilize every 3-4 weeks with balanced fertilizer. Harvest outer leaves regularly to encourage new growth. Biennial but usually grown as annual. Flat-leaf has stronger flavor. Can be grown indoors. Very common culinary herb. Mildly toxic to pets in large amounts. Reduce watering in winter when growth slows. Remove dead or damaged foliage promptly.,outdoorPartialSun,medium,"[10, 24]",3.0,3.0,5.0,,neutral,wellDraining,mildlyToxic,fast,
peppermint,Peppermint,Herbs,"Vigorous aromatic herb with dark green leaves edged in purple and a strong, cooling menthol flavor used in teas, desserts, cocktails, and herbal remedies.","Mentha x piperita (Peppermint), M. x piperita 'Chocolate' (Chocolate mint), M. x piperita citrata (Orange mint)","Keep soil consistently moist; never let it dry out. Partial sun to partial shade—4-6 hours of sun ideal. Medium humidity fine. Rich, moisture-retentive soil. Fertilize monthly with balanced liquid fertilizer during growing season. Extremely invasive—always grow in containers to prevent spreading. Pinch tips regularly to promote bushy growth and prevent flowering. Harvest frequently; flavor is best just before flowering. Mildly toxic to pets (menthol can cause gastrointestinal upset).",outdoorPartialSun,medium,"[-10, 30]",3.0,3.0,5.0,,neutral,moistureRetentive,mildlyToxic,fast,
sage,Sage,Herbs,"Also known as: Garden sage. Perennial herbs in the Lamiaceae family with gray-green leaves, drought-tolerant once established.","Salvia officinalis (Common sage, Garden sage), 'Berggarten', 'Purple', 'Tricolor'",Water when soil is dry (every 1-2 weeks once established). Well-drained soil essential. Drought tolerant once established. Full sun preferred. Fertilize sparingly in spring. Harvest leaves regularly. Prune to maintain shape. Perennial - may need protection in very cold climates. Strong flavor - use sparingly in cooking. Reduce watering in winter when growth slows.,outdoorFullSun,low,"[16, 24]",7.0,10.0,14.0,,neutral,wellDraining,nonToxic,fast,
savory,Savory,Herbs,"Also known as: Summer savory. Herb in the Lamiaceae family with peppery, thyme-like flavor. Summer savory is annual; winter savory is perennial. Traditional in bean dishes and stuffings.",Satureja hortensis (Summer savory),"Water moderately, allowing soil to dry slightly between waterings - savory prefers lean, well-drained conditions similar to other Mediterranean herbs. Full sun essential (6-8 hours daily). Fertilize sparingly or not at all; poor to average soil actually intensifies the peppery, thyme-like flavor. Summer savory (Satureja hortensis) is an annual with a milder flavor; winter savory (S. montana) is a hardy perennial with a stronger, more pungent taste. Harvest summer savory before flowering for best flavor; winter savory can be clipped year-round. Both types make excellent companion plants for beans and are traditionally used in bean dishes to aid digestion. Non-toxic to pets. Remove yellowing or damaged leaves promptly.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
shiso,Shiso,Herbs,"Annual herb in the Lamiaceae family with a mint-basil flavor. Green and red varieties used in Japanese, Korean, and Vietnamese cuisine. Essential for sushi and banchan.","Perilla frutescens (Shiso, Japanese perilla)","Water regularly to keep soil consistently moist but not waterlogged. Full sun to partial shade (4-6 hours daily); some afternoon shade in hot climates prevents wilting and bitterness. Fertilize every 3-4 weeks with a balanced liquid fertilizer at half strength. Pinch growing tips regularly to encourage bushy growth and delay flowering. Available in green and red (purple) varieties - red shiso is used for coloring umeboshi and shiso juice, while green shiso is preferred fresh for sushi, sashimi, and rice wraps. Self-seeds freely and can become weedy if allowed to go to seed; deadhead or harvest before seed set. Direct sow after last frost as shiso resents transplanting. Non-toxic to pets.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
sorrel,Sorrel,Herbs,"Also known as: Garden sorrel. Perennial herb in the Polygonaceae family with tangy, lemony leaves from oxalic acid. Used in soups, salads, and sauces. French sorrel has milder flavor.",Rumex acetosa (Garden sorrel),Water regularly to keep soil evenly moist - sorrel's flavor becomes excessively sour and leaves turn tough in dry conditions. Full sun to partial shade (4-6 hours daily); benefits from afternoon shade in hot climates. Fertilize lightly in spring with compost or balanced fertilizer; too much nitrogen encourages excessive leaf growth with reduced flavor. Remove flower stalks promptly to prolong leaf harvest and prevent the plant from going to seed. A hardy perennial that returns reliably each spring and can be harvested for many years from the same clump. Leaves contain oxalic acid giving the signature tangy flavor - avoid consuming in very large quantities or if prone to kidney stones. Non-toxic to pets in small amounts; large quantities may cause issues due to oxalic acid. Remove dead and pest-infested branches frequently,outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
st-johns-wort,St. John's Wort,Herbs,"Also known as: Klamath Weed, Goatweed. Sun-loving perennial herb with bright yellow star-shaped flowers, widely used in traditional medicine for mood support.","Hypericum perforatum (Common St. John's wort), H. calycinum (Rose of Sharon), H. 'Hidcote' (shrubby), H. androsaemum (Tutsan)","Full sun for maximum flowering — tolerates partial shade. Drought-tolerant once established; water occasionally during dry spells. Adapts to most soil types including poor, sandy, or rocky soils. Well-drained soil preferred. Hardy to -20°C. Can become invasive — deadhead to prevent self-seeding. Contains hypericin which causes photosensitivity in livestock — toxic to horses and cattle. Mildly toxic to dogs and cats.",outdoorFullSun,low,"[-10, 35]",7.0,7.0,14.0,,adaptable,wellDraining,mildlyToxic,fast,
stevia,Stevia,Herbs,"Tender perennial herb in the Asteraceae family. Leaves are intensely sweet—used as natural sugar substitute. Native to Paraguay; needs warm, frost-free climate.",Stevia rebaudiana (Stevia),"Water regularly to keep soil consistently moist but well-drained - stevia does not tolerate drought well, nor does it like sitting in water. Full sun to partial shade (6+ hours daily). Fertilize every 2-3 weeks during the growing season with a balanced fertilizer at half strength; avoid high-nitrogen formulas which dilute the sweet flavor. Pinch growing tips regularly to encourage bushy growth and more leaf production. Harvest leaves before flowering for maximum sweetness; once the plant blooms, leaves become less sweet and may turn bitter. Tender perennial hardy only to about 40°F (4°C); grow as an annual in cold climates or overwinter indoors. Leaves can be dried and ground into powder for a natural sweetener. Non-toxic to pets.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
tarragon,Tarragon,Herbs,Perennial herb in the Asteraceae family with anise-like flavor. French tarragon is the culinary standard; propagated by division. Essential in béarnaise and fines herbes.,Artemisia dracunculus (French tarragon),"Water moderately, allowing soil to dry slightly between waterings - French tarragon prefers lean, well-drained conditions and will develop root rot in heavy, wet soil. Full sun to partial shade (6+ hours daily); tolerates light afternoon shade. Fertilize sparingly, once or twice per season with dilute balanced fertilizer; rich soil diminishes the distinctive anise flavor. French tarragon does NOT produce viable seed and must be propagated by root division or cuttings - if you see tarragon seeds for sale, they are Russian tarragon which has inferior flavor. Divide plants every 3-4 years in spring to maintain vigor. Harvest regularly to encourage new growth; flavor is strongest just before flowering. Non-toxic to pets. Harvest regularly to promote bushy growth. Pinch off flower buds to extend leaf production.",outdoorFullSun,medium,"[10, 32]",5.0,4.0,7.0,,neutral,wellDraining,nonToxic,fast,
tea-plant,Tea Plant,Herbs,"Evergreen shrub whose leaves produce black, green, oolong, and white tea.","Camellia sinensis (Tea plant, Tea shrub), C. sinensis var. assamica",Acidic soil (pH 4.5-5.5). Partial shade in hot climates. Avoid hard frost. Harvest young leaves (two leaves and a bud). Prune to encourage bush growth.,outdoorPartialSun,high,"[15, 27]",5.0,5.0,7.0,10.0,acidic,wellDraining,nonToxic,fast,
thyme,Thyme,Herbs,"Also known as: Garden thyme. Perennial herbs in the Lamiaceae family with small aromatic leaves, drought-tolerant once established.","Thymus vulgaris (Common thyme, Garden thyme), T. citriodorus (Lemon thyme), T. serpyllum (Creeping thyme)",Water when soil is dry (every 1-2 weeks once established). Well-drained soil essential. Drought tolerant once established. Full sun preferred (6-8 hours daily). Fertilize sparingly in spring. Harvest regularly by cutting stems. Can be grown as groundcover or in containers. Perennial - may need protection in very cold climates. Reduce watering in winter when growth slows. Remove yellowing or damaged leaves promptly.,outdoorFullSun,low,"[16, 24]",7.0,10.0,14.0,,neutral,wellDraining,nonToxic,fast,
